content,place,year,month,content_token
force stop factories wheel carbonic life many monthsthenit raises intensity unprecedented war destroy theoryimam nasser mohammed alyamani1410202139planethasnearedzyzeq2,India,2021,December,"['force', 'stop', 'factories', 'wheel', 'carbonic', 'life', 'many', 'monthsthenit', 'raises', 'intensity', 'unprecedented', 'war', 'destroy', 'theoryimam', 'nasser', 'mohammed', 'alyamani1410202139planethasnearedzyzeq2']"
could extract great quran proofs virus corona sent allah verify fatwa demolish theoryimam nasser mohammed alyamani1410202138planethasnearedqod3samp,India,2021,December,"['could', 'extract', 'great', 'quran', 'proofs', 'virus', 'corona', 'sent', 'allah', 'verify', 'fatwa', 'demolish', 'theoryimam', 'nasser', 'mohammed', 'alyamani1410202138planethasnearedqod3samp']"
written many statements concerning matter still believed believed theory failedimam nasser mohammed alyamani1410202137planethasnearedpfyxt,India,2021,December,"['written', 'many', 'statements', 'concerning', 'matter', 'still', 'believed', 'believed', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202137planethasnearedpfyxt']"
denying disbelieving theory 16 yearsand planet fire saqar approaching earthimam nasser mohammed alyamani1410202135planethasnearedkdpslc,India,2021,December,"['denying', 'disbelieving', 'theory', '16', 'yearsand', 'planet', 'fire', 'saqar', 'approaching', 'earthimam', 'nasser', 'mohammed', 'alyamani1410202135planethasnearedkdpslc']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202171planethasnearedm83tf,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202171planethasnearedm83tf']"
mass lockout world due corona made major countries happen factories another reason hideimam nasser mohammed alyamani1410202170planethasnearedt9fxk,India,2021,December,"['mass', 'lockout', 'world', 'due', 'corona', 'made', 'major', 'countries', 'happen', 'factories', 'another', 'reason', 'hideimam', 'nasser', 'mohammed', 'alyamani1410202170planethasnearedt9fxk']"
hand intensity climatic disasters unprecedentedly increased since 2020 till hence theory failedimam nasser mohammed alyamani1410202131planethasnearedveasu,India,2021,December,"['hand', 'intensity', 'climatic', 'disasters', 'unprecedentedly', 'increased', 'since', '2020', 'till', 'hence', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202131planethasnearedveasu']"
coronavirus destroyed theory since paris agreement appliedgiven agreed upon reducing 50 factories exhaustsimam nasser mohammed alyamani29planethasnearedt7ex8d,India,2021,December,"['coronavirus', 'destroyed', 'theory', 'since', 'paris', 'agreement', 'appliedgiven', 'agreed', 'upon', 'reducing', '50', 'factories', 'exhaustsimam', 'nasser', 'mohammed', 'alyamani29planethasnearedt7ex8d']"
allah raised intensity climatic war theory untrue look solar system find abnormalimam nasser mohammed alyamani1410202149planethasnearedwppwky,India,2021,December,"['allah', 'raised', 'intensity', 'climatic', 'war', 'theory', 'untrue', 'look', 'solar', 'system', 'find', 'abnormalimam', 'nasser', 'mohammed', 'alyamani1410202149planethasnearedwppwky']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202168planethasneared omicronl12fi5,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202168planethasneared', 'omicronl12fi5']"
hand intensity climatic disasters unprecedentedly increased since 2020 till hence theory failedimam nasser mohammed alyamani1410202130planethasneared omicronchde3,India,2021,December,"['hand', 'intensity', 'climatic', 'disasters', 'unprecedentedly', 'increased', 'since', '2020', 'till', 'hence', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202130planethasneared', 'omicronchde3']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasnearedehmwrb,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasnearedehmwrb']"
coronavirus destroyed theory since paris agreement appliedgiven agreed upon reducing 50 factories exhaustsimam nasser mohammed alyamani124planethasneared omicronoah8p,India,2021,December,"['coronavirus', 'destroyed', 'theory', 'since', 'paris', 'agreement', 'appliedgiven', 'agreed', 'upon', 'reducing', '50', 'factories', 'exhaustsimam', 'nasser', 'mohammed', 'alyamani124planethasneared', 'omicronoah8p']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasneared omicronbfxdis,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasneared', 'omicronbfxdis']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202168planethasneared omicron0lxeiq,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202168planethasneared', 'omicron0lxeiq']"
mass lockout world due corona made major countries happenplanethasneared,India,2021,December,"['mass', 'lockout', 'world', 'due', 'corona', 'made', 'major', 'countries', 'happenplanethasneared']"
allah raised intensity climatic war theory untrue look solar system find abnormalimam nasser mohammed alyamani1410202148planethasneared omicronh1snxb,India,2021,December,"['allah', 'raised', 'intensity', 'climatic', 'war', 'theory', 'untrue', 'look', 'solar', 'system', 'find', 'abnormalimam', 'nasser', 'mohammed', 'alyamani1410202148planethasneared', 'omicronh1snxb']"
coronavirus destroyed theory since paris agreement appliedgiven agreed upon reducing 50 factories exhaustsimam nasser mohammed alyamaniampamp124planethasneared om,India,2021,December,"['coronavirus', 'destroyed', 'theory', 'since', 'paris', 'agreement', 'appliedgiven', 'agreed', 'upon', 'reducing', '50', 'factories', 'exhaustsimam', 'nasser', 'mohammed', 'alyamaniampamp124planethasneared', 'om']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasneared omicronvc0dun,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasneared', 'omicronvc0dun']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202171planethasneared omicron2u45p,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202171planethasneared', 'omicron2u45p']"
mass lockout world due corona made major countries happen factories another reason hideimam nasser mohammed alyamani14102021planethasneared omicron,India,2021,December,"['mass', 'lockout', 'world', 'due', 'corona', 'made', 'major', 'countries', 'happen', 'factories', 'another', 'reason', 'hideimam', 'nasser', 'mohammed', 'alyamani14102021planethasneared', 'omicron']"
allah raised intensity climatic war theory untrue look solar system find abnormalimam nasser mohammed alyamani1410202148planethasneared omicronjzc4oc,India,2021,December,"['allah', 'raised', 'intensity', 'climatic', 'war', 'theory', 'untrue', 'look', 'solar', 'system', 'find', 'abnormalimam', 'nasser', 'mohammed', 'alyamani1410202148planethasneared', 'omicronjzc4oc']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202168planethasneared omicronb7dbbn,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202168planethasneared', 'omicronb7dbbn']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202168planethasneared omicronimh9vu,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202168planethasneared', 'omicronimh9vu']"
happen factories another reason hide worldimam nasser mohammed alyamani1410202168planethasneared omicron4eduba,India,2021,December,"['happen', 'factories', 'another', 'reason', 'hide', 'worldimam', 'nasser', 'mohammed', 'alyamani1410202168planethasneared', 'omicron4eduba']"
force stop factories wheel carbonic life many monthsthenit raises intensity unprecedented war destroy theoryimam nasser mohammed alyamani1410202138planethasneared omicron5s9iaq,India,2021,December,"['force', 'stop', 'factories', 'wheel', 'carbonic', 'life', 'many', 'monthsthenit', 'raises', 'intensity', 'unprecedented', 'war', 'destroy', 'theoryimam', 'nasser', 'mohammed', 'alyamani1410202138planethasneared', 'omicron5s9iaq']"
could extract great quran proofs virus corona sent allah verify fatwa demolish theoryimam nasser mohammed alyamani1410202137planethasneared omicronqpuov,India,2021,December,"['could', 'extract', 'great', 'quran', 'proofs', 'virus', 'corona', 'sent', 'allah', 'verify', 'fatwa', 'demolish', 'theoryimam', 'nasser', 'mohammed', 'alyamani1410202137planethasneared', 'omicronqpuov']"
written many statements concerning matter still believed believed theory failedimam nasser mohammed alyamani1410202136planethasneared omicronarara,India,2021,December,"['written', 'many', 'statements', 'concerning', 'matter', 'still', 'believed', 'believed', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202136planethasneared', 'omicronarara']"
denying disbelieving theory 16 yearsand planet fire saqar approaching earthimam nasser mohammed alyamani1410202134planethasneared omicronim8oic,India,2021,December,"['denying', 'disbelieving', 'theory', '16', 'yearsand', 'planet', 'fire', 'saqar', 'approaching', 'earthimam', 'nasser', 'mohammed', 'alyamani1410202134planethasneared', 'omicronim8oic']"
hand intensity climatic disasters unprecedentedly increased since 2020 till hence theory failedimam nasser mohammed alyamani1410202130planethasneared omicronpampntml,India,2021,December,"['hand', 'intensity', 'climatic', 'disasters', 'unprecedentedly', 'increased', 'since', '2020', 'till', 'hence', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202130planethasneared', 'omicronpampntml']"
hand intensity climatic disasters unprecedentedly increased since 2020 till hence theory failedimam nasser mohammed alyamani1410202130planethasneared omicrontzlpg,India,2021,December,"['hand', 'intensity', 'climatic', 'disasters', 'unprecedentedly', 'increased', 'since', '2020', 'till', 'hence', 'theory', 'failedimam', 'nasser', 'mohammed', 'alyamani1410202130planethasneared', 'omicrontzlpg']"
coronavirus destroyed theory since paris agreement appliedgiven agreed upon reducing 50 factories exhaustsimam nasser mohammed alyamani124planethasneared omicrons2sfav,India,2021,December,"['coronavirus', 'destroyed', 'theory', 'since', 'paris', 'agreement', 'appliedgiven', 'agreed', 'upon', 'reducing', '50', 'factories', 'exhaustsimam', 'nasser', 'mohammed', 'alyamani124planethasneared', 'omicrons2sfav']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasneared omicronfbrc2,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasneared', 'omicronfbrc2']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasneared om,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasneared', 'om']"
blessing disguise thinking coronavirus solved issue paris agreement conference could find solution forimam nasser mohammed alyamani1410202120planethasneared omicronejqxy,India,2021,December,"['blessing', 'disguise', 'thinking', 'coronavirus', 'solved', 'issue', 'paris', 'agreement', 'conference', 'could', 'find', 'solution', 'forimam', 'nasser', 'mohammed', 'alyamani1410202120planethasneared', 'omicronejqxy']"
denying disbelieving theory 16 yearsand planet fire saqar approaching earthimam nasser mohammed alyamani1410202134planethasneared omicronqpnnts,India,2021,December,"['denying', 'disbelieving', 'theory', '16', 'yearsand', 'planet', 'fire', 'saqar', 'approaching', 'earthimam', 'nasser', 'mohammed', 'alyamani1410202134planethasneared', 'omicronqpnnts']"
denying disbelieving theory 16 yearsand planet fire saqar approaching earthimam nasser mohammed alyamani1410202134planethasneared omicronqpnnts,India,2021,December,"['denying', 'disbelieving', 'theory', '16', 'yearsand', 'planet', 'fire', 'saqar', 'approaching', 'earthimam', 'nasser', 'mohammed', 'alyamani1410202134planethasneared', 'omicronqpnnts']"
allah raised intensity climatic war theory untrue look solar system find abnormalimam nasser mohammed alyamani1410202148planethasneared omicrong2k0yamp,India,2021,December,"['allah', 'raised', 'intensity', 'climatic', 'war', 'theory', 'untrue', 'look', 'solar', 'system', 'find', 'abnormalimam', 'nasser', 'mohammed', 'alyamani1410202148planethasneared', 'omicrong2k0yamp']"
